日付	感染者数	感染者数(7日間平均)	感染者数(10万人あたり)	感染者数(10万人あたり・7日間平均)	感染者数(累計)	死者数	死者数(7日間平均)	死者数(累計)	重症者数	重症者数(7日間平均)	入院療養中	退院療養解除	退院療養解除(累計)	PCR検査数(自費検査を除く)	PCR検査数(自費検査を含む)
2022/7/4	20757	21910.71	16.4547300031846	121.585210494698	9398984	16	14.43	31324	60	56	177200	15486	9175603	109325	125337
2022/7/5	32884	24081	26.0681862227067	133.628389095092	9431868	16	14.57	31340	68	58.57	190402	14808	9190411	110441	131743
2022/7/6	44821	27212.86	35.531023436563	151.007444154099	9476689	15	13.86	31355	67	60.71	220173	18149	9208560	116176	147637
2022/7/7	47770	30680.71	37.8687889508181	170.251003956928	9524459	14	13.71	31369	71	63.43	248843	16215	9224775	116491	153686
2022/7/8	49532	34456.71	39.2655820454662	191.204485839867	9573991	26	15.14	31395	74	66.14	274767	21908	9246683	131046	161874
2022/7/9	51713	38514.43	40.9945296841879	213.721234455296	9625704	13	15.43	31408	80	68.86	301463	21990	9268673	104507	133877
2022/7/10	50896	42624.71	40.3468679598249	236.529708302751	9676600	10	15.71	31418	75	70.71	329566	20362	9289035	50549	75663
2022/7/11	46014	46232.86	36.4767522458225	256.551730545389	9722614	19	16.14	31437	83	74	351418	24070	9313105	162262	190603
2022/7/12	68175	51274.43	54.0444774277166	284.528021750399	9790789	20	16.71	31457	90	77.14	384017	25714	9338819	169529	209771
2022/7/13	92480	58082.86	73.3118191788079	322.308817492644	9883269	29	18.71	31486	100	81.86	453873	31104	9369923	180652	230054
2022/7/14	97319	65161.29	77.1478474336333	361.587875975459	9980588	34	21.57	31520	107	87	512370	33056	9402979	181074	236538
2022/7/15	99267	72266.29	78.6920886075122	401.014382537505	10079855	31	22.29	31551	114	92.71	571200	37325	9440304	193676	241895
2022/7/16	104817	79852.57	83.0917490361711	443.111601889488	10184672	21	23.43	31572	129	99.71	629238	41466	9481770	153319	197055
2022/7/17	103568	87377.14	82.1016272568207	484.866361186484	10288240	14	24	31586	144	109.57	681232	45462	9527232	71950	101710
2022/7/18	79598	92174.86	63.0998505946664	511.489459535328	10367838	16	23.57	31602	155	119.86	712415	46358	9573590	74772	100200
2022/7/19	81342	94055.86	64.4823745203567	521.927356627968	10449180	33	25.43	31635	176	132.14	725682	66306	9639896	242351	272620
2022/7/20	135198	100158.43	107.175728042133	555.791265491294	10584378	54	29	31689	189	144.86	797212	72672	9712568	265164	318069
2022/7/21	180789	112082.71	143.317154817447	621.960572875107	10765167	38	29.57	31727	191	156.86	909002	54433	9767001	254547	315244
2022/7/22	196273	125940.71	155.591811047601	698.860295315196	10961440	64	34.29	31791	203	169.57	1015905	77330	9844331	256613	312242
2022/7/23	192071	138405.57	152.260752827561	768.029299106586	11153511	53	38.86	31844	233	184.43	1105591	92645	9936976	205764	257504
2022/7/24	172636	148272.43	136.854014011167	822.781685860932	11326147	33	41.57	31877	249	199.43	1188721	81277	10018253	89538	126774
2022/7/25	153971	158897.14	122.057678533523	881.739513799788	11480118	55	47.14	31932	271	216	1246299	96578	10114831	265734	300047
2022/7/26	180185	173017.57	142.838344925752	960.095484205183	11660303	108	57.86	32040	311	235.29	1290690	112708	10227539	259796	319123
2022/7/27	207199	183303.43	164.253196604994	1017.17295276804	11867502	122	67.57	32162	346	257.71	1409110	132412	10359951	272018	340431
2022/7/28	230027	190337.43	182.349673769936	1056.20547172053	12097529	116	78.71	32278	376	284.14	1521256	100186	10460137	252189	323317
2022/7/29	221905	193999.14	175.911107643527	1076.52476831646	12319434	130	88.14	32408	403	312.71	1629402	108700	10568837	252785	319980
2022/7/30	212929	196978.86	168.795548723231	1093.05956421213	12532363	91	93.57	32499	427	340.43	1714691	115509	10684346	191386	235343
2022/7/31	196770	200426.57	155.985798657159	1112.19134885812	12729133	78	100	32577	428	366	1720212	183818	10868164	87051	123054
2022/8/1	167659	202382	132.908588794331	1123.04225911893	12896792	109	107.71	32686	464	393.57	1730020	161166	11029330	252008	284872
2022/8/2	195783	204610.29	155.203372559305	1135.40728675248	13092575	125	110.14	32811	478	417.43	1734295	167860	11197190	258658	300929
2022/8/3	231572	208092.14	183.574444105481	1154.72853425297	13324147	157	115.14	32968	516	441.71	1828360	180268	11377458	245809	296132
2022/8/4	253367	211426.43	200.852029518566	1173.2308900016	13577514	183	124.71	33151	556	467.43	1876077	188419	11565877	221086	278160
2022/8/5	236772	213550.29	187.696648471072	1185.01643082915	13814286	189	133.14	33340	567	490.86	1911163	203344	11769221	233942	285602
2022/8/6	214852	213825	170.319971606891	1186.5408537128	14029138	161	143.14	33501	551	508.57	1926339	196423	11965644	189374	241027
2022/8/7	198531	214076.57	157.381799020198	1187.93685407584	14227669	154	154	33655	555	526.71	1946004	169903	12135547	84638	123976
2022/8/8	172965	214834.57	137.114822710451	1192.14308799196	14400634	162	161.57	33817	581	543.43	1927404	193070	12328617	233715	274405
2022/8/9	196711	214967.14	155.939027492241	1192.8787429249	14597345	250	179.43	34067	597	560.43	1906161	196101	12524718	247116	313803
2022/8/10	243078	216610.86	192.695613995959	1201.99991281538	14840423	248	192.43	34315	603	572.86	1939435	254740	12779458	236409	312895
2022/8/11	224893	212543.14	178.279789690524	1179.42767298733	15065316	214	196.86	34529	637	584.43	1993062	158963	12938421	117076	189269
2022/8/12	192331	206194.43	152.46686304584	1144.1978875621	15257647	226	202.14	34755	625	592.71	1965594	246757	13185178	202494	253609
2022/8/13	166589	199299.71	132.06036597295	1105.93828192816	15424236	238	213.14	34993	613	601.57	1931643	188127	13373305	150842	203038
2022/8/14	169945	195216	134.720773251973	1083.27725615994	15594181	155	213.29	35148	607	609	1931291	167287	13540592	76195	111986
2022/8/15	159745	193327.43	126.634910842546	1072.79734429203	15753926	215	220.86	35363	614	613.71	1869802	226386	13766978	174100	206647
2022/8/16	178255	190690.86	141.30837292083	1058.16668972062	15932181	284	225.71	35647	627	618	1802379	223721	13990699	207682	257797
2022/8/17	208456	185744.86	165.249660237214	1030.72073596188	16140637	300	233.14	35947	610	619	1787550	244202	14234901	228815	285810
2022/8/18	261226	190935.29	207.082107231869	1059.52305350322	16401863	279	242.43	36226	627	617.57	1843168	187793	14422694	224347	292132
2022/8/19	255785	200000.14	202.768854548566	1109.82504500595	16657648	283	250.57	36509	616	616.29	1855703	241627	14664321	218676	277615
2022/8/20	242773	210883.57	192.453830855285	1170.21850988828	16900421	263	254.14	36772	632	619	1902304	189787	14854108	177695	230160
2022/8/21	217832	217724.57	172.682311801017	1208.18004843733	17118253	228	264.57	37000	640	623.71	1933865	184668	15038776	82964	125571
2022/8/22	185456	221397.57	147.016833235564	1228.56197083035	17303709	269	272.29	37269	646	628.29	1929023	195694	15234470	219639	254925
2022/8/23	194188	223673.71	153.938965643321	1241.19256355284	17497897	317	277	37586	636	629.57	1936452	163457	15397927	220506	278857
2022/8/24	237378	227805.43	188.177043825985	1264.11994714161	17735275	293	276	37879	637	633.43	1943245	253947	15651874	216093	284159
2022/8/25	227101	222930.43	180.030141082682	1237.06798099242	17962376	310	280.43	38189	626	633.29	1982036	188892	15840766	196978	269820
2022/8/26	196593	214474.43	155.845485162407	1190.14461160626	18158969	325	286.43	38514	624	634.43	1985915	213134	16053900	190271	251444
2022/8/27	172852	204485.71	137.02524403866	1134.71602478964	18331821	248	284.29	38762	627	633.71	1961511	191076	16244976	144999	200807
2022/8/28	153196	195252	121.443311536729	1083.47702452535	18485017	235	285.29	38997	628	632	1921837	189795	16434771	64006	96871
2022/8/29	125889	186742.43	99.7961894961175	1036.2563807859	18610906	248	282.29	39245	618	628	1829956	222159	16656930	178664	205202
2022/8/30	139565	178939.14	110.63758697762	992.9550021202	18750471	311	281.43	39556	591	621.57	1753226	197755	16854685	184068	229141
2022/8/31	167311	168929.57	132.63271819448	937.410676488696	18917782	316	284.71	39872	555	609.86	1719221	234173	17088858	170611	219865
2022/9/1	153275	158383	121.505937333821	878.886472739835	19071057	318	285.86	40190	539	597.43	1683417	183186	17272044	155828	198464
2022/9/2	135388	149639.43	107.326347047799	830.367334625227	19206445	347	289	40537	506	580.57	1677140	155178	17427222	149723	181211
2022/9/3	117102	141675.14	92.8304568498785	786.172547436445	19323547	284	294.14	40821	523	565.71	1606815	171595	17598817	114095	145058
2022/9/4	104988	134788.29	83.2273061412704	747.956542040987	19428535	225	292.71	41046	519	550.14	1543358	159269	17758086	51412	71485
2022/9/5	84271	128842.86	66.8042854024364	714.964637947306	19512806	239	291.43	41285	512	535	1449492	161329	17919415	158298	179718
2022/9/6	100706	123291.57	79.8328293925284	684.159880362214	19613512	282	287.29	41567	474	518.29	1385889	173104	18092519	156952	199756
2022/9/7	126465	117456.43	100.252802902768	651.779965070501	19739977	265	280	41832	471	506.29	1345473	186385	18278904	144617	199011
2022/9/8	120647	112795.29	95.6406904029589	625.914718139639	19860624	261	271.86	42093	461	495.14	1244848	200872	18479776	135606	192201
2022/9/9	99646	107689.29	78.992533887235	597.580904979075	19960270	212	252.57	42305	443	486.14	1083907	273312	18753088	135063	178011
2022/9/10	89891	103802	71.2594370437091	576.009885172906	20050161	197	240.14	42502	419	471.29	1032967	126890	18879978	99322	136276
2022/9/11	85004	100947.14	67.3853576716629	560.167936703298	20135165	127	226.14	42629	412	456	983042	122110	19002088	46885	69690
2022/9/12	64673	98147.43	51.2683313338132	544.631982634675	20199838	157	214.43	42786	412	441.71	916610	130217	19132305	140816	164155
2022/9/13	78677	95000.43	62.3697447829917	527.168898025138	20278515	191	201.43	42977	376	427.71	871058	111124	19243429	137025	187255
2022/9/14	99518	91150.86	78.8910642413128	505.807159363684	20378033	192	191	43169	364	412.43	831000	150425	19393854	133330	187281
2022/9/15	88363	86538.86	70.0481431455126	480.214612106237	20466396	170	178	43339	326	393.14	804414	102695	19496549	121047	177760
2022/9/16	77769	83413.57	61.6499444822309	462.872022701233	20544165	186	174.29	43525	309	374	769498	117049	19613598	118045	157682
2022/9/17	69720	80532	55.2692477632622	446.881833420786	20613885	139	166	43664	311	358.57	746325	81608	19695206	88274	119525
2022/9/18	63594	77473.43	50.4129739279532	429.909449677076	20677479	82	159.57	43746	300	342.57	728166	71624	19766830	37202	55150
2022/9/19	41321	74137.43	32.7564628058772	411.39758114914	20718800	73	147.57	43819	299	326.43	694280	70953	19837783	32573	47440
2022/9/20	38501	68398	30.5209596691531	379.548796035302	20757301	124	138	43943	301	315.71	646328	84972	19922755	124533	149991
2022/9/21	61467	62962.14	48.7268337961049	349.384565590094	20818768	120	127.71	44063	276	303.14	599992	114582	20037337	120099	177157
2022/9/22	78046	61488.29	61.8695311378594	341.205953582441	20896814	106	118.57	44169	262	294	594169	68724	20106061	110284	169801
2022/9/23	64031	59525.71	50.7593976409845	330.315406741195	20960845	91	105	44260	238	283.86	580054	74528	20180589	53600	95353
2022/9/24	40898	55408.29	32.4211373353686	307.467296313301	21001743	69	95	44329	239	273.57	558135	58837	20239426	80145	101744
2022/9/25	43708	52567.43	34.6487131560049	291.703035541353	21045451	44	89.57	44373	232	263.86	530394	60552	20299978	38292	57759
2022/9/26	50757	53915.43	40.2366782662062	299.183251001682	21096208	88	91.71	44461	225	253.29	517891	58157	20358135	113596	134139
2022/9/27	40856	54251.86	32.3878426078003	301.050133940329	21137064	0	74	44461	225	242.43	517891	0	20358135	110700	165331
2022/9/28	49979	52610.71	39.6199330745852	291.943233218809	21187043	96	70.57	44557	204	232.14	512966	8282	20366417	107917	171891
2022/9/29	42173	47486	33.431870136547	263.505572217497	21229216	127	73.57	44684	188	221.57	512175	7053	20373470	91718	140792
2022/9/30	36646	43573.86	29.0504425348896	241.796617111402	21265862	111	76.43	44795	178	213	503423	8054	20381524	89780	123945
2022/10/1	35418	42791	28.0769681193233	237.452447895357	21301280	111	82.43	44906	165	202.43	498409	12369	20393893	61907	81499
2022/10/2	29492	40760.14	23.3792406057678	226.182975345119	21330772	71	86.29	44977	162	192.43	492194	4403	20398296	28915	42771
2022/10/3	15167	35675.86	12.023360310175	197.969657389088	21345939	53	81.29	45030	162	183.43	490973	2615	20400911	98623	112069
2022/10/4	39723	35514	31.4896776950669	197.071492476355	21385662	65	90.57	45095	167	175.14	483653	4462	20405373	94943	120915
2022/10/5	41193	34258.86	32.6549931599549	190.106552561724	21426855	79	88.14	45174	160	168.86	481346	2567	20407940	86333	120483
2022/10/6	33440	33011.29	26.5089449971814	183.183627422359	21460295	91	83	45265	149	163.29	479996	4031	20411971	77420	111224
2022/10/7	29443	31982.29	23.3403967569382	177.473581644407	21489738	73	77.57	45338	150	159.29	477105	4088	20416059	78137	105853
2022/10/8	26785	30749	21.2333161408344	170.629929665919	21516523	89	74.43	45427	153	157.57	471855	9878	20425937	57122	80680
2022/10/9	22796	29792.43	18.0711097534613	165.321798813612	21539319	57	72.43	45484	137	154	469907	2718	20428655	26701	41018
2022/10/10	13038	29488.29	10.3356347151092	163.634073218546	21552357	50	72	45534	134	150	466952	2874	20431529	27894	41690
2022/10/11	12638	25619	10.0185420716022	142.162937595082	21564995	27	66.57	45561	138	145.86	463688	2467	20433996	102347	125595
2022/10/12	45505	26235	36.0732518569599	145.581196292087	21610500	54	63	45615	135	142.29	461998	1462	20435458	103613	153076
2022/10/13	45690	27985	36.2199072045819	155.292158499487	21656190	78	61.14	45693	143	141.43	457866	3759	20439217	95481	156155
2022/10/14	36605	29008.14	29.0179405389302	160.969702281479	21692795	63	59.71	45756	131	138.71	458825	3291	20442508	95729	144824
2022/10/15	35138	30201.43	27.8550032688684	167.591389409513	21727933	67	56.57	45823	118	133.71	459660	6490	20448998	66345	100782
2022/10/16	29662	31182.29	23.5140049792582	173.03428463531	21757595	47	55.14	45870	121	131.43	460919	2228	20451226	29451	46336
2022/10/17	15372	31515.71	12.1858702899723	174.884520210173	21772967	20	50.86	45890	118	129.14	462658	2090	20453316	103005	120629
2022/10/18	42006	35711.14	33.2994839578828	198.165462096454	21814973	56	55	45946	116	126	462843	1578	20454894	96437	130920
2022/10/19	43555	35432.57	34.5274252198635	196.619635459357	21858528	68	57	46014	125	124.57	466354	922	20455816	90184	132002
2022/10/20	36110	34064	28.6255383925903	189.025266647366	21894638	71	56	46085	113	120.29	466750	1802	20457618	80634	126085
2022/10/21	31593	33348	25.044769715788	185.052095824224	21926231	67	56.57	46152	106	116.71	464715	4309	20461927	91208	128714
2022/10/22	34173	33210.14	27.0900172664079	184.287109821763	21960404	78	58.14	46230	107	115.14	463938	6744	20468671	66463	96842
2022/10/23	30873	33383.14	24.4740029574755	185.24710779998	21991277	44	57.71	46274	115	114.29	463466	2546	20471217	31088	47982
2022/10/24	16852	33594.57	13.359113070948	186.420350580956	22008129	35	59.86	46309	115	113.86	462863	2786	20474003	100177	117082
2022/10/25	47703	34408.43	37.8156759330306	190.936542556104	22055832	38	57.29	46347	118	114.14	460814	1927	20475930	101034	143738
2022/10/26	50294	35371.14	39.8696435313469	196.278760867587	22106126	67	57.14	46414	123	113.86	463314	1546	20477476	95906	153247
2022/10/27	42737	36317.86	33.8789707638918	201.532193238889	22148863	71	57.14	46485	120	114.86	464222	3996	20481472	94753	151904
2022/10/28	39254	37412.29	31.117886570555	207.605310093656	22188117	51	54.86	46536	121	117	465715	3179	20484651	97025	144749
2022/10/29	44523	38890.86	35.2947894171503	215.810082244398	22232640	58	52	46594	129	120.14	466457	7497	20492148	72166	103374
2022/10/30	40611	40282	32.1936233636523	223.529702650575	22273251	42	51.71	46636	128	122	468876	2422	20494570	31961	48186
2022/10/31	22341	41066.14	17.7104168714722	227.881006451099	22295592	23	50	46659	129	124	470891	2797	20497367	107545	120573
2022/11/1	65280	43577.14	51.749519420335	241.814849938404	22360872	52	52	46711	136	126.57	471539	2090	20499457	108504	131909
2022/11/2	71968	46673.43	57.0513084197713	258.996514826828	22432840	70	52.43	46781	141	129.14	476466	1684	20501141	103796	128969
2022/11/3	67473	50207.14	53.4879798383619	278.605523901298	22500313	69	52.14	46850	146	132.86	481998	4607	20505748	52385	78723
2022/11/4	34064	49465.71	27.0036095210523	274.491246851795	22534377	59	53.29	46909	161	138.57	486701	3994	20509742	116983	134351
2022/11/5	74170	53701	58.796903422277	297.993360856922	22608547	72	55.29	46981	162	143.29	490682	7642	20517384	90696	109257
2022/11/6	66397	57384.71	52.6350006273282	318.434738120598	22674944	46	55.86	47027	170	149.29	493508	3310	20520694	38099	53321
2022/11/7	31622	58710.57	25.0677589324423	325.792080181568	22706566	42	58.57	47069	174	155.71	501148	4161	20524855	123006	135032
2022/11/8	83684	61339.71	66.33895194809	340.381512709323	22790250	70	61.14	47139	176	161.43	504713	3254	20528109	122688	147587
2022/11/9	87410	63545.71	69.2926699223573	352.622874211909	22877660	97	65	47236	177	166.57	510089	2548	20530657	120531	154424
2022/11/10	78577	65132	62.2904716221149	361.425365995662	22956237	100	69.43	47336	188	172.57	514065	7419	20538076	115079	150805
2022/11/11	74093	70850.43	58.735863088402	393.157619563012	23030330	81	72.57	47417	210	179.57	517374	6677	20544753	123944	155026
2022/11/12	79486	71609.86	63.0110646544845	397.371780795219	23109816	95	75.86	47512	224	188.43	522444	10547	20555300	94580	121042
2022/11/13	68894	71966.57	54.6144514544203	399.351231622311	23178710	67	78.86	47579	232	197.29	530996	3342	20558642	41195	58857
2022/11/14	37555	72814.14	29.7710355672592	404.054508257128	23216265	48	79.71	47627	239	206.57	530590	8298	20566940	134478	150726
2022/11/15	102829	75549.14	81.5157985979416	419.23135490698	23319094	88	82.29	47715	257	218.14	529831	5299	20572239	133675	161774
2022/11/16	107702	78448	85.3787797274651	435.317464712088	23426796	111	84.29	47826	263	230.43	535525	3604	20575843	127756	159361
2022/11/17	93005	80509.14	73.7280032734108	446.754996363383	23519801	133	89	47959	258	240.43	540441	9570	20585413	120905	154879
2022/11/18	84375	81978	66.8867294897482	454.90586276473	23604176	99	91.57	48058	260	247.57	544894	8145	20593558	126612	155313
2022/11/19	89887	83463.86	71.2562661172741	463.151064227519	23694063	101	92.43	48159	261	252.86	550054	13405	20606963	95316	119825
2022/11/20	77722	84725	61.6126860966188	470.149298869718	23771785	122	100.29	48281	262	257.14	553374	6789	20613752	43636	60912
2022/11/21	42424	85420.57	33.6308457703476	474.009109072806	23814209	57	101.57	48338	259	260	555459	7715	20621467	139909	155374
2022/11/22	121236	88050.14	96.1076093205229	488.600919795387	23935445	144	109.57	48482	263	260.86	555604	5590	20627057	144778	176543
2022/11/23	133361	91715.71	105.719480076827	508.94162014475	24068806	160	116.57	48642	266	261.29	561453	4592	20631649	69301	108265
2022/11/24	60108	87016.14	47.6495115397901	482.863128411129	24128914	130	116.14	48772	281	264.57	566691	11950	20643599	137062	162899
2022/11/25	117840	91796.86	93.4154927771488	509.39189169853	24246754	100	116.29	48872	295	269.57	567998	10408	20654007	144476	176722
2022/11/26	125327	96859.71	99.3506743319902	537.486299913246	24372081	164	125.29	49036	303	275.57	568187	16963	20670970	106271	132983
2022/11/27	98476	99824.57	78.0650379049771	553.938651721604	24470557	142	128.14	49178	308	282.14	576183	8264	20679234	44670	62185
2022/11/28	49117	100780.71	38.9365984278277	559.244404379084	24519674	103	134.71	49281	322	291.14	582537	9024	20688258	143732	158070
2022/11/29	135096	102760.71	107.094869418039	570.2316644766	24654770	153	136	49434	334	301.29	584230	6406	20694664	150725	172931
2022/11/30	138396	103480	109.710883726971	574.223068126744	24793166	210	143.14	49644	342	312.14	590060	4873	20699537	138993	165323
2022/12/1	118201	111779	93.7016688879138	620.275225474868	24911367	182	150.57	49826	339	320.43	592120	14326	20713863	172534	204274
2022/12/2	109928	110648.71	87.1434002885813	614.0031329863	25021295	187	163	50013	349	328.14	594013	12079	20725942	161227	194529
2022/12/3	109591	108400.71	86.8762497364266	601.528708390737	25130886	180	165.29	50193	341	333.57	606892	15699	20741641	152856	184392
2022/12/4	89566	107127.86	71.0017992708597	594.465469756619	25220452	151	166.57	50344	353	340	604200	12609	20754250	159917	187894
2022/12/5	47621	106914.14	37.7506719411117	593.279543269903	25268073	117	168.57	50461	348	343.71	600742	12521	20766771	117100	139978
2022/12/6	137277	107225.71	108.823817056761	595.008490908625	25405350	147	167.71	50608	361	347.57	596943	8190	20774961	52891	67833
2022/12/7	149383	108795.29	118.420625912498	603.718233094152	25554733	211	167.86	50819	346	348.14	603096	4812	20779773	164852	178238
2022/12/8	133065	110918.71	105.484831520632	615.501395726871	25687798	243	176.57	51062	363	351.57	604119	14408	20794181	164781	194140
2022/12/9	127090	113370.43	100.748260158247	629.106255596536	25814888	228	182.43	51290	378	355.71	605732	12788	20806969	157520	191927
2022/12/10	135761	117109	107.622035937869	649.852041797979	25950649	222	188.43	51512	378	361	609845	21754	20828723	155193	193633
2022/12/11	119174	121338.71	94.4729967432445	673.323239270364	26069823	190	194	51702	386	365.71	614780	10056	20838779	154138	186664
2022/12/12	62336	123440.86	49.4157175641238	684.988284893376	26132159	127	195.43	51829	409	374.43	620400	9594	20848373	113685	143397
2022/12/13	176994	129114.71	140.308738362175	716.47320619879	26309153	214	205	52043	431	384.43	622627	6795	20855168	52089	75083
2022/12/14	190607	135003.86	151.100193752325	749.152774038617	26499760	244	209.71	52287	448	399	633477	5292	20860460	161312	194614
2022/12/15	168491	140064.71	133.568141492826	777.23608401081	26668251	277	214.57	52564	461	413	643888	14480	20874940	153072	184608
2022/12/16	153602	143852.14	121.765160569888	798.252984422451	26821853	259	219	52823	491	429.14	652102	13110	20888050	160195	188172
2022/12/17	158383	147083.86	125.555210391405	816.186158875987	26980236	264	225	53087	482	444	663378	22855	20910905	117258	140136
2022/12/18	136237	149521.43	107.999376183642	829.712538316385	27116473	232	231	53319	482	457.71	670311	10990	20921895	53034	67986
2022/12/19	70921	150747.86	56.2213184253918	836.518139177653	27187394	180	238.57	53499	476	467.29	674181	11975	20933870	166278	179679
2022/12/20	187070	152187.29	148.296302052115	844.505702867593	27374464	231	241	53730	493	476.14	673847	8814	20942684	166554	195942
2022/12/21	206943	154521	164.050257313149	857.455766428417	27581407	296	248.43	54026	530	487.86	683845	5990	20948674	159249	193679
2022/12/22	184375	156790.14	146.159890366487	870.047515302078	27765782	339	257.29	54365	545	499.86	687000	18164	20966838	157279	195727
2022/12/23	173336	159609.29	137.408926137304	885.691280869494	27939118	315	265.29	54680	536	506.29	690780	15842	20982680	156548	189131
2022/12/24	177622	162357.71	140.806573812481	900.94264429057	28116740	339	276	55019	530	513.14	699367	28556	21011236	115302	145020
2022/12/25	149665	164276	118.644176226171	911.587444333098	28266405	306	286.57	55325	556	523.71	705124	12905	21024141	52867	75873
2022/12/26	77256	165181	61.2432731669332	916.60939907464	28343661	217	291.86	55542	563	536.14	709348	13505	21037646	169857	188322
2022/12/27	204343	167648.57	161.989155130354	930.302252152879	28548004	271	297.57	55813	582	548.86	708042	10081	21047727	168575	200205
2022/12/28	216219	168973.71	171.403635716076	937.655630555805	28764223	415	314.57	56228	577	555.57	719667	6250	21053977	158703	189032
2022/12/29	192063	170072	152.254410974691	943.750151164009	28956286	420	326.14	56648	565	558.43	723890	19417	21073394	115550	138453
2022/12/30	148784	166564.57	117.945779678847	924.287004705552	29105070	326	327.71	56974	574	563.86	725907	17249	21090643	81625	101467
2022/12/31	107465	156542.14	85.1909023361872	868.671333229258	29212535	292	321	57266	588	572.14	725143	15111	21105754	56839	71180
2023/1/1	86924	147579.14	68.9074023604963	818.934559363584	29299459	253	313.43	57519	592	577.29	716084	14557	21120311	39998	47240
2023/1/2	76264	147437.43	60.456883411036	818.148169607686	29375723	208	312.14	57727	595	581.86	698441	15554	21135865	52956	59403
2023/1/3	91904	131374.71	72.8552057721579	729.01422024949	29467627	226	305.71	57953	602	584.71	688545	29595	21165460	62477	70299
2023/1/4	104304	115386.86	82.6850777208735	640.295662254288	29571931	223	278.29	58176	615	590.14	688347	6044	21171504	153625	163813
2023/1/5	226904	120364.14	179.873972955755	667.915224235353	29798835	320	264	58496	650	602.29	660419	20089	21191593	186940	204152
2023/1/6	245542	134186.71	194.648904679962	744.618349236467	30044377	456	282.57	58952	659	614.43	650914	18353	21209946	199911	219551
2023/1/7	238654	152928	189.188569358772	848.616016259052	30283031	463	307	59415	668	625.86	653587	37022	21246968	133586	149652
2023/1/8	190538	167730	151.04549527132	930.754109169876	30473569	407	329	59822	671	637.14	677377	10719	21257687	56498	70136
2023/1/9	95308	170450.57	75.5536641684021	945.850889927242	30568877	336	347.29	60158	648	644.71	704241	7545	21265232	55531	68046
2023/1/10	78982	168604.57	62.6115279236657	935.60721207875	30647859	253	351.14	60411	656	652.43	716235	6600	21271832	183420	201573
2023/1/11	198873	182114.43	157.652913230396	1010.57504758827	30846732	381	373.71	60792	665	659.57	718364	6583	21278415	163077	195257
2023/1/12	185472	176195.57	147.029516941305	977.730591573823	31032204	489	397.86	61281	697	666.29	725855	7917	21286332	145229	181556
2023/1/13	144077	161700.57	114.214391996379	897.29607889024	31176281	480	401.29	61761	695	671.43	741329	10303	21296635	141132	171369
2023/1/14	132071	146474.43	104.696856301517	812.804365832985	31308352	503	407	62264	693	675	740256	33651	21330286	104551	128587
2023/1/15	108281	134723.43	85.8377713289414	747.596641890607	31416633	415	408.14	62679	672	675.14	718530	20274	21350560	47005	60055
2023/1/16	54378	128876.29	43.1071594215529	715.150137143757	31471011	284	400.71	62963	687	680.71	693837	19835	21370395	145849	157642
2023/1/17	126799	135707.29	100.517575260096	753.056184480188	31597810	357	415.57	63320	690	685.57	673466	13528	21383923	124961	145523
2023/1/18	125108	125169.43	99.1770661096702	694.580337359461	31722918	449	425.29	63769	689	689	670912	6308	21390231	118065	140262
2023/1/19	96392	112443.71	76.4129852323059	623.963805650462	31819310	451	419.86	64220	681	686.71	679295	6373	21396604	110256	134034
2023/1/20	82614	103663.29	65.4907291267089	575.240142780793	31901924	425	412	64645	673	683.57	655992	19859	21416463	109010	131121
2023/1/21	78954	96075.14	62.5893314386202	533.132617917895	31980878	398	397	65043	683	682.14	628398	41844	21458307	79750	98741
2023/1/22	64450	89813.57	51.0915521850581	498.386398774012	32045328	326	384.29	65369	671	682	615413	11270	21469577	35847	45888
2023/1/23	32571	86698.29	25.8200612291625	481.099300581622	32077899	253	379.86	65622	644	675.86	601447	11294	21480871	117081	125422
2023/1/24	93801	81984.29	74.3590176339896	454.940742955515	32171700	307	372.71	65929	638	668.43	588806	8347	21489218	103677	125995
2023/1/25	79354	75448	62.9064240821272	418.670100927972	32251054	368	361.14	66297	613	657.57	586045	4536	21493754	94175	117323
2023/1/26	59885	70232.71	47.4727323910349	389.729848086701	32310939	410	355.29	66707	585	643.86	573161	13800	21507554	92720	116661
2023/1/27	53911	66132.29	42.7369537602586	366.976072720251	32364850	343	343.57	67050	557	627.29	560754	10827	21518381	99780	124521
2023/1/28	54782	62679.14	43.427422991495	347.814164273126	32419632	338	335	67388	533	605.86	544238	26486	21544867	68530	85969
2023/1/29	44729	59861.86	35.4580921285564	332.180704216624	32464361	251	324.29	67639	522	584.57	536986	7388	21552255	31033	41106
2023/1/30	21426	58269.71	16.98506744945	323.345710436912	32485787	206	317.57	67845	531	568.43	530053	7092	21559347	103244	109872
2023/1/31	47118	51600.71	37.3519279419017	286.338620744824	32532905	246	308.86	68091	508	549.86	522919	5283	21564630	94789	105336
2023/2/1	55537	48198.29	44.0259353561143	267.458132018811	32588442	308	300.29	68399	496	533.14	521983	2795	21567425	93670	104442
2023/2/2	45299	46114.57	35.9099491455538	255.89534877333	32633741	397	298.43	68796	475	517.43	513348	8966	21576391	87033	98224
2023/2/3	39924	44116.43	31.6490167484291	244.8074117615	32673665	237	283.29	69033	440	500.71	507079	6686	21583077	85135	96180
2023/2/4	38581	41802	30.5843781978545	231.96436696786	32712246	256	271.57	69289	424	485.14	498655	15927	21599004	66598	73612
